Balls Bowled,Wickets Lost: 0,Wickets Lost: 1,Wickets Lost: 2,Wickets Lost: 3,Wickets Lost: 4,Wickets Lost: 5,Wickets Lost: 6,Wickets Lost: 7,Wickets Lost: 8,Wickets Lost: 9
44,65.16468821290466,67.04731214571432,66.73130140774181,67.57182915461998,65.36151724420628,64.28119490751303,64.90156146379695,,,
45,64.51307050544428,66.26184905398652,66.0538929979655,66.67219240166463,65.01684833016549,63.76128290774448,63.65622676393159,,,
46,63.780591669919474,65.52043811883449,65.40177782095334,65.71425953796253,64.74067157373071,62.233999481555664,60.17978688129258,,,
47,62.797566672210294,64.8745179313976,64.68692086912603,64.88912918175849,64.22667211437016,61.5861766889237,58.09525280842427,,,
48,62.1556693791959,64.27062364850941,63.837548227162486,64.3401289772692,62.85546003492589,61.723685247890664,57.23298878199097,,,
49,60.883134921053795,63.48522189491116,63.33251139759522,63.74644315621762,61.381550168404466,61.64828336770467,57.9799280191863,,,
50,60.28557782808704,62.85578436965539,62.3767252993159,63.09955319956835,60.719532785136956,59.83895703475355,53.75280122998222,55.78947368421052,,
51,59.66210922401395,62.10366680504995,61.30925246544566,62.83217028776816,59.92151492788212,59.168100396637236,52.52689820134964,55.78947368421052,,
52,59.06031229571241,61.200909127235384,60.93161265321137,61.64411709905664,59.17343621305368,58.88909142869167,52.007126135009266,55.78947368421052,,
53,58.26811011223125,60.378644100758635,60.38453137552984,60.60771041266319,58.983894036275515,57.50442051722552,49.026896004423534,52.88807828151236,,
54,57.422355933960425,59.545102371455286,59.91128158844141,59.71041849494736,58.30192874641921,56.38814127408034,47.748177146487784,50.33272537780094,,
55,56.440197966685616,58.90885511719048,58.8670503194303,59.29049314217557,56.981696751559035,55.449609867503824,46.046572299175125,49.602744484974814,,
56,55.689446322127296,58.177560730517946,58.25627768787423,58.584040784535425,56.361582867898434,54.97044704860242,45.16506821820685,45.05990456630802,,
57,55.04320618500622,57.50607845080182,57.45483154258555,57.75766829372959,56.259161569976214,54.87554578686704,39.32345894343256,44.47591985204713,,
58,53.801697006258784,56.77324472528914,56.68708864149247,57.153122242659045,55.8845009298977,53.5109195909894,37.8828648770242,41.9685027945519,,
59,52.926345812175285,55.961462207684804,56.08355920652294,56.231080672787066,55.2430400871535,52.69670487635594,39.71624209280254,41.70183612788524,,
60,52.31204260587845,55.125737961848735,55.26223672138628,55.57092496925278,54.65593741821765,51.9268023757778,39.43630290327929,40.91983161164414,,
61,52.36586453488322,53.99414426010965,54.103700446727025,54.21194616267553,54.0181689733553,51.26621433536114,42.407634257830615,38.19183701066115,,
62,50.83902545934527,53.603655958923845,53.708655213948866,53.82652056560346,53.182141205487575,50.090849832524846,43.08046475968219,35.952581815791824,,
63,50.070738454676615,52.84482291598634,52.821612054354524,53.2332187883491,52.321817384817216,50.11496421333239,41.65022288643489,33.840747295636696,,
64,49.264411673856436,51.86351957362834,52.139000566732754,52.36660844263332,51.69022172800129,49.129821108784384,44.265982446012615,32.7481022707722,22.77227722772277,
65,48.899665510674964,51.06971126678512,51.39397565245072,51.7829976739021,50.90855793175358,48.21715066304847,43.48955641706533,31.258178136111226,22.77227722772277,
66,48.22601430729155,50.28881390710351,50.80144691574147,50.8095663209083,50.08008726360191,48.194770825657436,42.37074781228539,31.75038254863427,22.647399875122645,
67,47.173804640440665,49.359217739099684,49.905551408487696,50.2534768173499,50.30180033540018,45.0633029216699,41.31972237415686,30.625915304562323,22.68902565932269,
68,46.340406320321954,48.60325647504329,48.947106611121455,49.554408438826364,49.60116386692943,44.93782696731087,41.41349115606538,33.79631434052596,17.21707417328526,
69,45.34202498994502,48.00100640448615,48.14688609386304,48.67489900706774,48.56895710056207,45.4171386112383,41.472122362128644,31.913996170030057,17.21707417328526,
70,44.86010860550134,47.44854581786078,47.177317559572636,47.96393080177245,47.870771207505825,44.93251724446036,40.733788498571506,31.170321127829308,20.355851572604283,
71,43.89135814398099,46.69611928699126,46.26071226108367,47.315326402226056,47.05730708032793,45.07538042198055,38.48654509578869,30.59320408399049,13.220876280996725,33.68421052631579
